id_mhs,nim,nama_mhs,jenis_kelamin,tgl_lahir,kode_provinsi_asal,nama_sma_asal,akreditasi_sma_asal,id_prodi,tahun_masuk,status_mhs
1135,A21091135,Yoga Rajasa,L,2000-12-25,74,SMA Negeri 14 Sulawesi Tenggara,TT,9,2021,Aktif
1136,A20041136,"Sutan Heryanto Namaga, S.Farm",L,1999-10-30,52,SMA Negeri 14 Nusa Tenggara Barat,TT,4,2020,Aktif
1137,A20101137,Ira Firmansyah,L,2001-03-29,34,SMA Negeri 10 DI Yogyakarta,B,10,2020,Aktif
1138,A20011138,Samiah Nurdiyanti,P,1998-10-05,53,SMA Negeri 16 Nusa Tenggara Timur,B,1,2020,Aktif
1139,A18061139,Intan Megantara,L,2007-05-23,76,SMA Negeri 21 Sulawesi Barat,A,6,2018,Aktif
1140,A23121140,Samiah Samosir,P,2003-04-14,72,SMA Negeri 25 Sulawesi Tengah,B,12,2023,Aktif
1141,A23121141,Wadi Marpaung,L,2006-03-09,74,SMA Negeri 7 Sulawesi Tenggara,B,12,2023,Aktif
1142,A18091142,"Karen Yulianti, M.M.",L,2008-03-06,14,SMA Negeri 23 Riau,B,9,2018,Aktif
1143,A18101143,Mila Puspasari,P,2000-07-05,13,SMA Negeri 20 Sumatera Barat,B,10,2018,Lulus
1144,A19071144,Waluyo Pangestu,P,2003-08-07,65,SMA Negeri 11 Kalimantan Utara,A,7,2019,Aktif
1145,A20091145,Lintang Puspasari,L,2008-03-22,82,SMA Negeri 46 Maluku Utara,TT,9,2020,Aktif
1146,A19091146,Maya Nasyidah,L,1998-01-20,74,SMA Negeri 9 Sulawesi Tenggara,B,9,2019,Aktif
1147,A23081147,"Fitriani Wijayanti, S.E.I",L,2004-10-28,52,SMA Negeri 19 Nusa Tenggara Barat,B,8,2023,Aktif
1148,A22051148,"Tami Narpati, S.H.",L,2005-10-09,51,SMA Negeri 11 Bali,B,5,2022,Aktif
1149,A19061149,Lasmanto Wacana,L,2004-06-23,82,SMA Negeri 4 Maluku Utara,TT,6,2019,Aktif
1150,A18041150,"T. Lukman Santoso, M.TI.",L,2008-02-09,32,SMA Negeri 30 Jawa Barat,TT,4,2018,Aktif
1151,A21071151,Fitria Lailasari,L,2002-05-11,18,SMA Negeri 46 Lampung,A,7,2021,Aktif
1152,A21091152,"Elvin Ardianto, S.Ked",L,2007-01-07,82,SMA Negeri 10 Maluku Utara,TT,9,2021,Lulus
1153,A18021153,Halima Pranowo,L,2002-06-04,64,SMA Negeri 11 Kalimantan Timur,B,2,2018,Aktif
1154,A20121154,"Drs. Satya Puspita, S.Pt",P,2002-01-29,91,SMA Negeri 1 Papua Barat,B,12,2020,Cuti
1155,A21091155,Darmanto Melani,L,2003-01-26,32,SMA Negeri 44 Jawa Barat,A,9,2021,Lulus
1156,A18021156,"Novi Halim, S.T.",P,2005-08-14,63,SMA Negeri 8 Kalimantan Selatan,B,2,2018,Cuti
1157,A22071157,"Luluh Melani, M.Pd",L,2000-06-17,65,SMA Negeri 10 Kalimantan Utara,A,7,2022,Aktif
1158,A21011158,"Belinda Saptono, S.E.",L,2004-11-04,16,SMA Negeri 18 Sumatera Selatan,TT,1,2021,Lulus
1159,A20101159,"Ir. Nadine Puspasari, S.Pt",P,2002-12-13,11,SMA Negeri 29 Aceh,A,10,2020,Lulus
1160,A19061160,Keisha Sirait,P,2006-06-09,19,SMA Negeri 4 Kepulauan Bangka Belitung,A,6,2019,Aktif
1161,A22121161,Malika Irawan,L,1998-08-17,15,SMA Negeri 26 Jambi,C,12,2022,Aktif
1162,A19051162,dr. Cornelia Narpati,L,2006-02-14,32,SMA Negeri 14 Jawa Barat,C,5,2019,Aktif
1163,A21031163,Jessica Winarno,P,2005-03-03,71,SMA Negeri 42 Sulawesi Utara,B,3,2021,Lulus
1164,A20031164,Anita Pradana,L,1999-12-07,18,SMA Negeri 20 Lampung,TT,3,2020,Lulus
1165,A20111165,Gatot Saputra,L,2002-12-08,19,SMA Negeri 32 Kepulauan Bangka Belitung,A,11,2020,Lulus
1166,A21081166,Putri Kuswandari,P,2001-08-06,71,SMA Negeri 6 Sulawesi Utara,B,8,2021,Lulus
1167,A22071167,"Prima Sudiati, S.Ked",L,1999-06-13,65,SMA Negeri 41 Kalimantan Utara,A,7,2022,Aktif
1168,A18071168,"Wardaya Ardianto, S.T.",L,1999-01-01,16,SMA Negeri 42 Sumatera Selatan,B,7,2018,Lulus
1169,A21111169,"Gatra Oktaviani, M.Pd",L,1998-10-28,21,SMA Negeri 6 Kepulauan Riau,A,11,2021,Aktif
1170,A19081170,Emas Purnawati,P,2006-10-02,61,SMA Negeri 16 Kalimantan Barat,A,8,2019,DO
1171,A20091171,Vanesa Uyainah,P,1997-07-04,74,SMA Negeri 3 Sulawesi Tenggara,A,9,2020,Aktif
1172,A22091172,Limar Haryanto,L,1998-07-21,17,SMA Negeri 7 Bengkulu,C,9,2022,Aktif
1173,A20081173,Malika Tarihoran,P,2001-07-16,51,SMA Negeri 33 Bali,B,8,2020,Aktif
1174,A23011174,"Ir. Uchita Oktaviani, S.Farm",L,2002-04-17,18,SMA Negeri 12 Lampung,TT,1,2023,Aktif
1175,A18071175,"KH. Jasmani Pranowo, S.T.",P,1997-08-27,13,SMA Negeri 38 Sumatera Barat,C,7,2018,Aktif
1176,A23121176,Utama Hastuti,P,2003-06-16,76,SMA Negeri 17 Sulawesi Barat,TT,12,2023,Aktif
1177,A19061177,Candrakanta Saptono,L,2003-11-11,32,SMA Negeri 39 Jawa Barat,A,6,2019,Lulus
1178,A21051178,Jamil Widiastuti,L,2006-06-28,17,SMA Negeri 1 Bengkulu,A,5,2021,Aktif
1179,A21031179,dr. Jasmani Dabukke,P,2001-01-04,81,SMA Negeri 39 Maluku,C,3,2021,Cuti
1180,A20121180,"Jarwi Narpati, S.E.I",P,2001-12-10,82,SMA Negeri 45 Maluku Utara,B,12,2020,Lulus
1181,A20111181,"Oliva Jailani, M.Ak",L,2006-08-22,72,SMA Negeri 13 Sulawesi Tengah,A,11,2020,Aktif
1182,A23021182,"Dr. Teddy Palastri, S.Sos",L,1998-11-30,12,SMA Negeri 14 Sumatera Utara,B,2,2023,Aktif
1183,A23081183,"T. Kamal Adriansyah, S.Kom",L,2004-09-07,21,SMA Negeri 41 Kepulauan Riau,B,8,2023,Aktif
1184,A18091184,"R. Farah Dongoran, S.H.",L,1999-11-22,33,SMA Negeri 28 Jawa Tengah,B,9,2018,Aktif
1185,A19011185,"Dr. Ghaliyati Saputra, S.Ked",P,2004-07-08,18,SMA Negeri 32 Lampung,A,1,2019,Lulus
1186,A21081186,Vanya Suryatmi,L,1999-07-03,12,SMA Negeri 26 Sumatera Utara,B,8,2021,Aktif
1187,A18011187,"Hj. Elvina Yuniar, M.TI.",P,2004-08-23,63,SMA Negeri 28 Kalimantan Selatan,A,1,2018,Lulus
1188,A23071188,"Jatmiko Sirait, S.Ked",L,1999-07-12,82,SMA Negeri 32 Maluku Utara,B,7,2023,Aktif
1189,A22071189,Carla Purnawati,L,1997-12-10,82,SMA Negeri 46 Maluku Utara,TT,7,2022,Aktif
1190,A18011190,Garda Suwarno,P,2003-11-15,94,SMA Negeri 5 Papua,C,1,2018,Aktif
1191,A21051191,Kenari Ardianto,L,2002-03-30,73,SMA Negeri 42 Sulawesi Selatan,A,5,2021,Lulus
1192,A23061192,Gandi Marpaung,L,2003-10-30,75,SMA Negeri 11 Gorontalo,C,6,2023,Aktif
1193,A21051193,dr. Tiara Hardiansyah,L,2000-09-21,33,SMA Negeri 15 Jawa Tengah,B,5,2021,Aktif
1194,A22101194,"R.A. Devi Prasetyo, S.Gz",L,2005-08-14,63,SMA Negeri 19 Kalimantan Selatan,TT,10,2022,Aktif
1195,A21121195,T. Eja Suryono,L,2000-06-10,71,SMA Negeri 11 Sulawesi Utara,B,12,2021,Lulus
1196,A20101196,"Edison Mayasari, S.Pt",P,2007-06-21,34,SMA Negeri 12 DI Yogyakarta,A,10,2020,Aktif
1197,A22041197,"dr. Lasmanto Waluyo, M.Kom.",L,1999-10-03,31,SMA Negeri 27 DKI Jakarta,TT,4,2022,Aktif
1198,A19081198,"R.M. Kalim Uyainah, S.E.I",P,2003-01-11,61,SMA Negeri 2 Kalimantan Barat,B,8,2019,Aktif
1199,A20061199,Opan Prastuti,L,2005-07-07,51,SMA Negeri 33 Bali,A,6,2020,Lulus
1200,A20011200,Johan Rahayu,L,1998-01-21,15,SMA Negeri 8 Jambi,C,1,2020,Lulus
1201,A21091201,Tgk. Cemeti Firmansyah,L,1998-11-26,35,SMA Negeri 50 Jawa Timur,B,9,2021,Lulus
1202,A19011202,Praba Simanjuntak,P,2007-09-24,52,SMA Negeri 29 Nusa Tenggara Barat,A,1,2019,Aktif
1203,A18081203,Qori Budiyanto,P,2006-10-19,18,SMA Negeri 7 Lampung,A,8,2018,Aktif
1204,A19031204,Halima Padmasari,L,2004-01-10,18,SMA Negeri 46 Lampung,B,3,2019,Lulus
1205,A21081205,"Calista Situmorang, S.T.",L,2007-10-23,91,SMA Negeri 22 Papua Barat,A,8,2021,Lulus
1206,A19031206,Reza Laksmiwati,L,2003-07-16,18,SMA Negeri 1 Lampung,TT,3,2019,Lulus
1207,A20041207,Asirwada Kurniawan,P,2004-04-27,81,SMA Negeri 18 Maluku,B,4,2020,Aktif
1208,A20061208,"H. Baktiadi Aryani, S.Ked",L,1998-12-16,73,SMA Negeri 34 Sulawesi Selatan,B,6,2020,Lulus
1209,A19071209,Cawisono Mustofa,L,1999-06-07,35,SMA Negeri 30 Jawa Timur,C,7,2019,DO
1210,A18091210,Yuni Yolanda,L,2005-08-01,65,SMA Negeri 46 Kalimantan Utara,TT,9,2018,Lulus
1211,A18091211,Yulia Sudiati,L,1998-10-28,15,SMA Negeri 50 Jambi,B,9,2018,Aktif
1212,A18031212,Gara Anggriawan,L,2003-11-02,74,SMA Negeri 42 Sulawesi Tenggara,C,3,2018,Lulus
1213,A23031213,Gatra Mangunsong,L,2003-06-08,14,SMA Negeri 26 Riau,B,3,2023,Aktif
1214,A23111214,Nova Nurdiyanti,L,2007-07-16,61,SMA Negeri 1 Kalimantan Barat,B,11,2023,Aktif
1215,A22051215,"Johan Wulandari, S.E.I",P,1997-11-16,94,SMA Negeri 26 Papua,A,5,2022,Aktif
1216,A22081216,"Laksana Prasasta, S.I.Kom",P,2005-06-13,34,SMA Negeri 23 DI Yogyakarta,TT,8,2022,Aktif
1217,A19111217,"Mulya Pradipta, S.Pt",L,2003-04-21,72,SMA Negeri 22 Sulawesi Tengah,B,11,2019,Aktif
1218,A22071218,Hasim Prabowo,L,2005-12-27,19,SMA Negeri 6 Kepulauan Bangka Belitung,B,7,2022,Aktif
1219,A22091219,Tomi Tampubolon,P,1998-07-18,61,SMA Negeri 11 Kalimantan Barat,B,9,2022,Aktif
1220,A22011220,Cecep Prasetya,L,2000-08-18,12,SMA Negeri 50 Sumatera Utara,B,1,2022,Aktif
1221,A22051221,Intan Widiastuti,P,2004-07-28,74,SMA Negeri 4 Sulawesi Tenggara,A,5,2022,Aktif
1222,A23061222,Olivia Haryanti,L,2005-01-15,51,SMA Negeri 4 Bali,B,6,2023,Aktif
1223,A21111223,Gangsa Sihotang,P,2000-10-31,18,SMA Negeri 30 Lampung,B,11,2021,Lulus
1224,A23061224,Drs. Sabrina Dabukke,L,2007-12-25,36,SMA Negeri 20 Banten,B,6,2023,Aktif
1225,A23051225,"Ir. Taufan Prakasa, M.Kom.",P,2004-09-29,19,SMA Negeri 48 Kepulauan Bangka Belitung,C,5,2023,Aktif
1226,A20041226,Akarsana Rahayu,L,2007-01-18,17,SMA Negeri 10 Bengkulu,B,4,2020,Aktif
1227,A21121227,"Balamantri Sinaga, M.M.",L,2003-08-19,74,SMA Negeri 9 Sulawesi Tenggara,A,12,2021,Aktif
1228,A21081228,Dian Napitupulu,L,2001-09-24,34,SMA Negeri 26 DI Yogyakarta,A,8,2021,Lulus
1229,A21101229,Dewi Widodo,P,2007-09-07,94,SMA Negeri 28 Papua,B,10,2021,Aktif
1230,A23081230,Nilam Fujiati,L,2001-02-24,82,SMA Negeri 10 Maluku Utara,C,8,2023,Aktif
1231,A21091231,Tari Laksita,L,2007-10-28,19,SMA Negeri 33 Kepulauan Bangka Belitung,TT,9,2021,Cuti
1232,A23091232,Kairav Puspita,L,2007-04-01,18,SMA Negeri 31 Lampung,B,9,2023,Aktif
1233,A22011233,"Gabriella Utama, S.Kom",L,2001-06-18,31,SMA Negeri 39 DKI Jakarta,B,1,2022,Aktif
1234,A18071234,Joko Wijayanti,P,1999-01-28,18,SMA Negeri 34 Lampung,B,7,2018,Aktif
1235,A20031235,"Zulaikha Yuliarti, S.Gz",L,2006-08-13,18,SMA Negeri 32 Lampung,B,3,2020,Aktif
1236,A19011236,"Dt. Rizki Puspasari, S.E.",L,2000-01-03,21,SMA Negeri 20 Kepulauan Riau,C,1,2019,DO
1237,A19051237,"Pia Wastuti, S.Pd",L,2005-02-11,34,SMA Negeri 23 DI Yogyakarta,TT,5,2019,Aktif
1238,A21021238,Bahuraksa Hutagalung,P,2006-02-16,13,SMA Negeri 29 Sumatera Barat,TT,2,2021,Aktif
1239,A21061239,"Tgk. Violet Zulkarnain, S.I.Kom",L,2004-08-17,71,SMA Negeri 30 Sulawesi Utara,A,6,2021,Lulus
1240,A19081240,"drg. Maras Suryatmi, S.E.",L,2004-07-16,75,SMA Negeri 43 Gorontalo,B,8,2019,Lulus
1241,A21101241,Carla Simanjuntak,L,2002-02-06,73,SMA Negeri 3 Sulawesi Selatan,B,10,2021,Aktif
1242,A23111242,Dt. Prabawa Kusumo,P,2003-09-28,75,SMA Negeri 6 Gorontalo,B,11,2023,Aktif
1243,A22031243,Ina Sihombing,P,2000-05-10,12,SMA Negeri 42 Sumatera Utara,B,3,2022,Aktif
1244,A19021244,Gawati Iswahyudi,P,2001-02-26,16,SMA Negeri 49 Sumatera Selatan,A,2,2019,Lulus
1245,A18081245,"drg. Diah Sinaga, M.Farm",P,2002-12-12,91,SMA Negeri 12 Papua Barat,A,8,2018,DO
1246,A19011246,Olivia Yuliarti,P,2004-11-09,52,SMA Negeri 38 Nusa Tenggara Barat,B,1,2019,Lulus
1247,A22081247,Yahya Anggriawan,L,2002-03-19,16,SMA Negeri 38 Sumatera Selatan,B,8,2022,Aktif
1248,A18011248,Diah Farida,L,2006-04-18,82,SMA Negeri 2 Maluku Utara,B,1,2018,Aktif
1249,A21091249,R.M. Sabar Yulianti,L,2004-03-05,62,SMA Negeri 7 Kalimantan Tengah,B,9,2021,Aktif
1250,A20091250,"KH. Virman Mahendra, S.Sos",L,2003-06-14,31,SMA Negeri 6 DKI Jakarta,A,9,2020,Aktif
1251,A21031251,Abyasa Hariyah,L,2007-11-15,61,SMA Negeri 21 Kalimantan Barat,A,3,2021,Lulus
1252,A23031252,Manah Aryani,L,2002-05-18,12,SMA Negeri 25 Sumatera Utara,A,3,2023,Aktif
1253,A19021253,Fitria Dabukke,L,1999-02-26,62,SMA Negeri 8 Kalimantan Tengah,C,2,2019,Aktif
1254,A19011254,Yunita Siregar,L,2008-01-07,33,SMA Negeri 33 Jawa Tengah,B,1,2019,Lulus
1255,A20071255,Ir. Jaswadi Wahyuni,L,1997-11-06,18,SMA Negeri 27 Lampung,A,7,2020,Aktif
1256,A18021256,Cut Lalita Hasanah,P,1998-08-19,81,SMA Negeri 2 Maluku,C,2,2018,Aktif
1257,A19051257,"H. Bahuwirya Pratama, M.M.",L,2004-12-21,17,SMA Negeri 29 Bengkulu,A,5,2019,Lulus
1258,A19021258,"Tgk. Tina Pertiwi, M.M.",L,2008-05-20,91,SMA Negeri 11 Papua Barat,A,2,2019,Lulus
1259,A22041259,Talia Hasanah,L,2007-06-14,74,SMA Negeri 1 Sulawesi Tenggara,TT,4,2022,Aktif
1260,A23081260,Clara Puspasari,L,2006-05-18,53,SMA Negeri 4 Nusa Tenggara Timur,A,8,2023,Aktif
1261,A22081261,Gading Laksita,P,1998-02-23,52,SMA Negeri 25 Nusa Tenggara Barat,B,8,2022,Aktif
1262,A22061262,R.A. Olivia Riyanti,L,2000-04-24,34,SMA Negeri 11 DI Yogyakarta,B,6,2022,Aktif
1263,A20121263,Irsad Zulaika,L,2002-08-29,15,SMA Negeri 9 Jambi,A,12,2020,Lulus
1264,A21121264,"Yani Tamba, S.T.",P,2002-10-19,52,SMA Negeri 21 Nusa Tenggara Barat,B,12,2021,Lulus
1265,A23111265,"Elisa Samosir, S.I.Kom",P,1997-09-26,63,SMA Negeri 29 Kalimantan Selatan,B,11,2023,Aktif
1266,A23051266,Jayadi Tamba,L,1997-05-30,36,SMA Negeri 14 Banten,B,5,2023,Aktif
1267,A18081267,Gambira Rahimah,P,2006-05-23,63,SMA Negeri 39 Kalimantan Selatan,A,8,2018,DO
1268,A18081268,"Tari Jailani, S.Pd",L,1997-06-13,11,SMA Negeri 45 Aceh,A,8,2018,Lulus
1269,A21121269,Aris Yuliarti,P,2007-10-22,82,SMA Negeri 35 Maluku Utara,A,12,2021,Lulus
1270,A23011270,Cemeti Hartati,L,2003-05-02,75,SMA Negeri 25 Gorontalo,A,1,2023,Aktif
1271,A21101271,T. Gilang Mardhiyah,P,1998-03-24,64,SMA Negeri 8 Kalimantan Timur,A,10,2021,Cuti
1272,A19081272,Hj. Halima Kuswoyo,L,1999-02-27,65,SMA Negeri 2 Kalimantan Utara,TT,8,2019,Aktif
1273,A19051273,Puti Sabrina Kurniawan,P,2006-02-23,64,SMA Negeri 46 Kalimantan Timur,A,5,2019,Lulus
1274,A21041274,Harsana Wahyuni,L,2003-08-04,35,SMA Negeri 46 Jawa Timur,B,4,2021,Aktif
1275,A18121275,Jamalia Sihombing,P,2007-02-01,34,SMA Negeri 18 DI Yogyakarta,B,12,2018,Aktif
1276,A21101276,H. Darmanto Prayoga,P,2005-01-25,91,SMA Negeri 48 Papua Barat,A,10,2021,Aktif
1277,A18101277,"Violet Dabukke, S.Pd",P,2007-10-27,32,SMA Negeri 17 Jawa Barat,A,10,2018,Aktif
1278,A22101278,Darmaji Handayani,L,2007-04-10,35,SMA Negeri 44 Jawa Timur,B,10,2022,Aktif
1279,A23011279,Bakijan Najmudin,L,2001-08-02,51,SMA Negeri 28 Bali,TT,1,2023,Aktif
1280,A20111280,"Cut Lintang Hutagalung, S.Gz",L,2004-07-09,14,SMA Negeri 44 Riau,C,11,2020,Aktif
1281,A21091281,drg. Gamblang Nashiruddin,P,2006-07-28,76,SMA Negeri 47 Sulawesi Barat,B,9,2021,Lulus
1282,A20041282,Luthfi Hidayat,P,2008-05-11,14,SMA Negeri 1 Riau,C,4,2020,Aktif
1283,A20071283,Hasna Samosir,P,2006-07-18,33,SMA Negeri 48 Jawa Tengah,A,7,2020,Lulus
1284,A18041284,Lanjar Waluyo,L,1998-07-19,74,SMA Negeri 20 Sulawesi Tenggara,B,4,2018,Aktif
1285,A18021285,"Hj. Lintang Prastuti, M.TI.",L,2003-08-29,17,SMA Negeri 38 Bengkulu,TT,2,2018,Lulus
1286,A20111286,Narji Namaga,L,2007-06-02,63,SMA Negeri 22 Kalimantan Selatan,B,11,2020,Aktif
1287,A22011287,Mala Mangunsong,L,2002-04-04,63,SMA Negeri 50 Kalimantan Selatan,B,1,2022,Aktif
1288,A18101288,Setya Yulianti,P,2007-12-16,75,SMA Negeri 4 Gorontalo,TT,10,2018,Aktif
1289,A20011289,Gandi Purnawati,L,2001-07-02,71,SMA Negeri 29 Sulawesi Utara,A,1,2020,Aktif
1290,A22011290,Aisyah Tamba,L,2003-11-02,61,SMA Negeri 7 Kalimantan Barat,C,1,2022,Aktif
1291,A22111291,"Edi Hastuti, M.Pd",L,2004-09-25,14,SMA Negeri 25 Riau,A,11,2022,Aktif
1292,A22071292,Padmi Utami,L,1999-01-10,17,SMA Negeri 39 Bengkulu,C,7,2022,Aktif
1293,A21111293,"dr. Yuliana Gunarto, S.IP",L,2003-01-19,11,SMA Negeri 40 Aceh,C,11,2021,Lulus
1294,A20101294,Irma Novitasari,L,1999-05-28,17,SMA Negeri 38 Bengkulu,A,10,2020,Lulus
1295,A18041295,dr. Jaya Gunarto,P,2004-03-27,17,SMA Negeri 38 Bengkulu,A,4,2018,Lulus
1296,A23041296,"Yuni Anggraini, S.Gz",L,2008-02-18,19,SMA Negeri 27 Kepulauan Bangka Belitung,B,4,2023,Aktif
1297,A19081297,Pranawa Haryanti,L,2005-12-21,75,SMA Negeri 4 Gorontalo,B,8,2019,Lulus
1298,A22031298,Zahra Handayani,P,2002-04-06,61,SMA Negeri 42 Kalimantan Barat,C,3,2022,Aktif
1299,A22061299,"Ami Ardianto, S.E.",L,1997-07-22,61,SMA Negeri 31 Kalimantan Barat,A,6,2022,Aktif
1300,A20051300,Yono Wulandari,L,2003-08-04,63,SMA Negeri 43 Kalimantan Selatan,B,5,2020,Lulus
1301,A18111301,"Titin Utami, S.Pd",P,2003-05-25,21,SMA Negeri 36 Kepulauan Riau,B,11,2018,Lulus
1302,A20011302,Emin Prakasa,L,2007-01-13,74,SMA Negeri 13 Sulawesi Tenggara,B,1,2020,Lulus
1303,A19021303,Dr. Darman Pradipta,P,2005-04-19,63,SMA Negeri 30 Kalimantan Selatan,TT,2,2019,Lulus
1304,A22101304,Cawisono Uwais,P,2001-09-02,63,SMA Negeri 20 Kalimantan Selatan,B,10,2022,Aktif
1305,A19071305,"Sutan Opung Novitasari, S.Pt",L,1998-12-21,63,SMA Negeri 3 Kalimantan Selatan,A,7,2019,Lulus
1306,A18081306,Cagak Sinaga,P,2004-01-17,35,SMA Negeri 40 Jawa Timur,B,8,2018,Aktif
1307,A21041307,"Dr. Ella Dabukke, S.E.",P,2001-01-17,36,SMA Negeri 26 Banten,B,4,2021,Aktif
1308,A20031308,Hamima Prayoga,L,2002-11-28,11,SMA Negeri 36 Aceh,A,3,2020,Aktif
1309,A20021309,Ir. Jarwi Narpati,L,2000-01-26,21,SMA Negeri 49 Kepulauan Riau,TT,2,2020,Lulus
1310,A18061310,Dadap Jailani,L,2002-07-05,13,SMA Negeri 15 Sumatera Barat,B,6,2018,Aktif
1311,A20051311,Titin Maryadi,L,2003-03-29,32,SMA Negeri 12 Jawa Barat,B,5,2020,Aktif
1312,A18051312,Dr. Raharja Siregar,L,2002-12-16,17,SMA Negeri 8 Bengkulu,A,5,2018,Lulus
1313,A20061313,Bancar Nugroho,L,2006-06-28,34,SMA Negeri 24 DI Yogyakarta,TT,6,2020,Aktif
1314,A22111314,Ida Iswahyudi,P,1999-04-30,31,SMA Negeri 5 DKI Jakarta,C,11,2022,Aktif
1315,A19021315,Puspa Kusmawati,L,2005-08-04,21,SMA Negeri 45 Kepulauan Riau,B,2,2019,Lulus
1316,A22061316,Ibrani Jailani,P,2006-03-07,62,SMA Negeri 16 Kalimantan Tengah,C,6,2022,Aktif
1317,A22011317,"Dodo Irawan, M.Kom.",L,1999-01-09,33,SMA Negeri 21 Jawa Tengah,B,1,2022,Aktif
1318,A23041318,Nabila Agustina,L,2007-06-24,14,SMA Negeri 33 Riau,B,4,2023,Aktif
1319,A19101319,"Puti Amalia Saefullah, S.Pt",L,2005-11-09,82,SMA Negeri 40 Maluku Utara,A,10,2019,Lulus
1320,A22021320,"T. Taswir Puspasari, S.Gz",P,2001-02-18,31,SMA Negeri 49 DKI Jakarta,C,2,2022,Aktif
1321,A21091321,Margana Kuswoyo,L,1998-08-30,65,SMA Negeri 24 Kalimantan Utara,TT,9,2021,Aktif
1322,A23091322,Jessica Riyanti,L,1998-01-29,81,SMA Negeri 18 Maluku,TT,9,2023,Aktif
1323,A23101323,Drs. Gina Hutapea,L,2001-11-23,72,SMA Negeri 15 Sulawesi Tengah,A,10,2023,Aktif
1324,A19041324,Ade Aryani,L,1998-03-06,75,SMA Negeri 25 Gorontalo,C,4,2019,Aktif
1325,A20101325,"Tgk. Eko Rajata, S.E.",P,2006-08-08,31,SMA Negeri 49 DKI Jakarta,B,10,2020,Aktif
1326,A21021326,"Michelle Prasetya, S.Pt",L,2001-11-27,53,SMA Negeri 30 Nusa Tenggara Timur,B,2,2021,Lulus
1327,A21091327,Rahmi Sihombing,L,2006-06-16,63,SMA Negeri 24 Kalimantan Selatan,TT,9,2021,Aktif
1328,A20081328,dr. Eva Hakim,L,1998-06-28,62,SMA Negeri 15 Kalimantan Tengah,C,8,2020,Aktif
1329,A20051329,Mutia Laksmiwati,L,2004-11-09,15,SMA Negeri 33 Jambi,A,5,2020,Lulus
1330,A20091330,"Tgk. Danang Mulyani, S.Ked",L,2003-05-30,16,SMA Negeri 24 Sumatera Selatan,B,9,2020,Aktif
1331,A20011331,Bagus Rahayu,P,2004-03-24,33,SMA Negeri 20 Jawa Tengah,B,1,2020,Aktif
1332,A19121332,"Kani Maryati, S.Pd",P,1998-05-09,52,SMA Negeri 17 Nusa Tenggara Barat,A,12,2019,Lulus
1333,A20011333,Rika Pratiwi,L,2005-04-30,61,SMA Negeri 38 Kalimantan Barat,B,1,2020,DO
1334,A21111334,Edward Suartini,L,2002-07-13,11,SMA Negeri 47 Aceh,A,11,2021,Aktif
1335,A21121335,Gatra Prasasta,P,2003-12-16,34,SMA Negeri 36 DI Yogyakarta,B,12,2021,Lulus
1336,A20081336,Mulyono Hastuti,L,2001-10-15,76,SMA Negeri 28 Sulawesi Barat,A,8,2020,Lulus
1337,A19121337,R.A. Umi Tarihoran,L,2007-05-29,73,SMA Negeri 2 Sulawesi Selatan,TT,12,2019,Lulus
1338,A22061338,"Cut Dinda Melani, S.Kom",L,2006-05-22,19,SMA Negeri 48 Kepulauan Bangka Belitung,A,6,2022,Aktif
1339,A23011339,Garda Suryono,L,2002-05-27,82,SMA Negeri 15 Maluku Utara,B,1,2023,Aktif
1340,A23071340,Cut Ciaobella Suryono,P,2003-09-15,74,SMA Negeri 35 Sulawesi Tenggara,C,7,2023,Aktif
1341,A22051341,"Darimin Prayoga, S.H.",P,2002-11-10,62,SMA Negeri 3 Kalimantan Tengah,A,5,2022,Aktif
1342,A20031342,"Cindy Permadi, S.Farm",L,2000-04-18,21,SMA Negeri 26 Kepulauan Riau,C,3,2020,Aktif
1343,A19021343,"Dr. Mariadi Namaga, S.Ked",L,2005-10-14,71,SMA Negeri 29 Sulawesi Utara,TT,2,2019,Aktif
1344,A18111344,"Emin Yuniar, M.M.",L,2000-01-17,61,SMA Negeri 12 Kalimantan Barat,A,11,2018,Lulus
1345,A18011345,"Dadap Lazuardi, M.Pd",L,1999-11-24,82,SMA Negeri 25 Maluku Utara,A,1,2018,Aktif
1346,A19051346,"Hardana Wacana, M.TI.",P,1998-10-17,34,SMA Negeri 30 DI Yogyakarta,B,5,2019,Lulus
1347,A22011347,Mila Simanjuntak,L,1998-01-12,65,SMA Negeri 21 Kalimantan Utara,A,1,2022,Aktif
1348,A19071348,Gandewa Mustofa,L,2003-07-29,72,SMA Negeri 31 Sulawesi Tengah,A,7,2019,Lulus
1349,A21121349,"Ir. Slamet Wulandari, S.Pt",L,2005-11-18,15,SMA Negeri 20 Jambi,B,12,2021,Lulus
1350,A19071350,Gatot Mansur,P,2003-12-01,81,SMA Negeri 46 Maluku,B,7,2019,Aktif
1351,A20111351,Hadi Yuniar,L,2005-12-17,76,SMA Negeri 29 Sulawesi Barat,B,11,2020,Cuti
1352,A22021352,Endah Sihombing,P,2007-09-01,72,SMA Negeri 22 Sulawesi Tengah,B,2,2022,Aktif
1353,A21101353,Cahyadi Pertiwi,P,2005-06-28,82,SMA Negeri 6 Maluku Utara,TT,10,2021,Aktif
1354,A20051354,Lembah Hidayat,L,2001-03-20,76,SMA Negeri 12 Sulawesi Barat,B,5,2020,Lulus
